1976,58.9,59.6,60.3,61,65.1,69.7,71.1,72.4,73.8,71.1,66.8,60.6,65.9
1977,60.3,61.7,57.5,61.4,61.9,65.8,71.6,73.1,72.2,68.9,64.9,63.2,65.2
1978,61,60.8,64.3,63.4,68.1,71.2,71.6,72.9,73.9,70.1,61.6,55.2,66.2
1979,56.8,56.9,60.1,63.4,65.5,70.2,71.7,73.9,76.3,68.7,62.4,60.6,65.5
1980,61.1,63.5,61.5,63.9,63.8,68.4,72.9,74.1,70.4,67.3,62.6,60.8,65.9
1981,61.3,62.2,61,64.4,67.3,72.9,75.6,75.8,73.6,67,63.5,60.3,67.1
1982,56.5,60.7,60.5,63.7,65.8,66.7,71.8,73.5,73.1,70.1,62.1,57.4,65.2
1983,60.7,60.9,61.9,62.4,66.2,68.1,72.5,77.4,76.8,72.2,64.3,60.6,67
1984,61.2,60.1,63.6,64.3,68.1,69.9,77.2,76.5,78.9,68.5,61.4,56.7,67.2
1985,57,57.1,58.9,63.6,64.7,69,75.3,72.3,69.8,67.9,60,58,64.5
1986,60.9,58.9,60.5,62.8,64.6,67.4,69.6,71.8,66.9,65.4,62.8,57.6,64.1
1987,55.3,58,59.1,63.4,64.6,65.8,67,69.9,69.9,69.5,61.8,53.9,63.2
1988,56.7,59.9,61.6,62.4,63.8,64.9,70.4,71,70,66.7,60.1,56,63.6
1989,54.7,56.7,59.7,65.6,63.7,65.9,70,71,70.3,66.3,63.1,58.7,63.8
1990,56.6,55.2,58.7,63.2,64.2,68.9,72.3,71.6,71.7,68.6,62.7,55.6,64.1
1991,57.4,59.4,56.5,61.7,62,64.1,67.4,68.9,69.4,67.9,62.3,57.3,62.9
1992,57.4,61.1,60.4,67,67.9,68.1,71.8,74.9,72.4,68.2,62.6,55.3,65.6
1993,56.9,58,61.3,63.8,66,68.6,69.8,70.2,69,67.3,61.6,57,64.1
1994,57.8,56.4,60.4,61,62.1,68.1,69.5,74,72.5,66.8,56.4,55.8,63.4
1995,56.9,61.4,60.4,61.5,62,64.8,69,71.9,71.4,67.1,63.2,58.3,64
1996,57.6,58.8,60.1,64.6,66.8,67.8,70,72.8,70.6,64.2,61.6,57.8,64.4
1997,58,58.4,61.6,62.5,68.6,67.4,69.2,72.9,75.2,68.7,64,57.4,65.3
1998,58.2,57.3,59.2,59.6,62.8,65.6,68.7,72.7,70.3,65.7,59.7,55.4,62.9
1999,57.5,57.7,58.3,58.9,60.5,62.8,68.4,68,66.9,68.8,60.5,57.8,62.2
2000,58.2,59,58.1,62.4,64.6,68.2,69.1,72,70.5,65.1,58.4,58.1,63.6
2001,54.7,54.8,58.9,58.5,63.6,67.6,69,69.6,68.2,66.3,61.4,55.5,62.3
2002,55.6,57.5,57.6,59.5,61.8,64.7,67.8,68.8,70,64.2,63.4,56.8,62.3
2003,61.7,59,60.3,59.9,62.4,64.2,70,72.7,69.9,67.7,60.8,56.9,63.8
2004,56.8,56.7,62.6,64.4,68.5,67.8,72,70.8,72.6,65.3,60.1,57.7,64.6
2005,58.8,59.8,61,61.8,65.4,66.4,69.9,71,68.5,65.9,62.8,58.4,64.1
2006,57,58.3,57.2,61.9,64.7,70.8,76.3,73.1,70.2,65.8,63.4,56.4,64.6
2007,54,57.5,59.9,59.9,63,65.3,69.8,73.3,69.5,66.7,61.2,54.2,62.9
2008,54.4,55.6,58.9,61.8,63.4,66.9,69.6,72.1,71.1,69,64.6,56.6,63.7
2009,59.9,57.9,59.5,62.6,64.1,66.2,70.6,72.4,72.1,65.6,61.2,56.7,64.1
2010,58.2,58.3,60.2,60.1,62.1,63.8,65.8,68,68.8,67.9,62.3,58.8,62.9
2011,60.1,57.6,60.9,63.6,64.7,65.4,70,69.1,68.8,65.6,60.2,55.5,63.5
2012,58.2,57.9,58.1,61.1,63.7,65.1,68.7,73.7,74.8,69.1,62.2,57.4,64.2
2013,55.8,56.3,60.1,61.8,65.9,66.6,70.3,70.7,71.5,66,63.9,59.4,64
2014,61.3,61.2,64.1,65.2,69.5,68.4,73.6,73.8,75.6,71.8,65.6,60.5,67.6
